,_unit_id,_golden,_unit_state_x,_trusted_judgments,_last_judgment_at_x,violence_judgment,violence,violence_confidence,protest_judgment_x,protest,protest_confidence,created_at,id,proccd_text,Fatma_protest,Fatma_violence,clean_text
1123,1657979851,False,finalized,3,04/03/18 20:24,"""nan""",0.0,1.0,"""000""",0,1.0,Wed Jun 05 11:37:21 +0000 2013,3.42e+17,D week s till turkey #cant #wait,0,0,week till cant wait
1124,1657979852,False,finalized,3,4/23/2018 09:47:11,"""000""",0.0,1.0,"""111""",1,1.0,Wed Jun 05 21:37:59 +0000 2013,3.42e+17,rt usrId here s an amusing image of what the world thinks of the #occupygezi httpAddress httpAddress,1,0,amusing image world thinks
1125,1657979855,False,finalized,3,4/21/2018 18:00:56,"""000""",0.0,1.0,"""111""",1,1.0,Thu Jun 06 14:39:09 +0000 2013,3.43e+17,turkish censors have recently banned articles about evolution and the govt plans to introduce strict new laws in httpAddress #occupygezi,1,0,censors recently banned articles evolution govt plans introduce strict new laws
1126,1657979856,False,finalized,3,4/22/2018 12:44:15,"""1""",0.0,0.0,"""001""",0,0.6783,Sun Jun 09 18:00:18 +0000 2013,3.44e+17,rt usrId protesters in istanbul helping a dog affected by tear gas httpAddress httpAddress,1,0,helping dog affected tear gas
1128,1657979859,False,finalized,3,04/03/18 18:01,"""nan""",0.0,1.0,"""000""",0,1.0,Tue Jun 11 19:26:14 +0000 2013,3.45e+17,usrId i m seeing it wrong everywhere in regards to what s happening in httpAddress grates my nerves something wicked !,0,0,seeing wrong everywhere regards happening grates nerves something wicked
1129,1657979860,False,finalized,3,04/03/18 19:06,"""00""",0.0,0.6748,"""101""",1,0.6748,Fri Jun 21 16:16:44 +0000 2013,3.48e+17,rt usrId insulting officers honor amp ,0,0,insulting officers honor
1130,1657979861,False,finalized,3,04/06/18 14:39,"""000""",0.0,1.0,"""111""",1,1.0,Sun Jun 02 04:52:28 +0000 2013,3.41e+17,rt usrId urgent petition pressuring erdoan to stop the crackdown and the destruction of gezi httpAddress join me #occupygezi httpAddress,1,1,urgent petition pressuring erdoan stop crackdown destruction join
1131,1657979862,False,finalized,3,04/03/18 17:41,"""100""",0.0,0.6721,"""111""",1,1.0,Tue Jun 11 19:59:21 +0000 2013,3.45e+17,rt usrId #taksim has turned into a reverse #tahrir with the police camping in the square while protestors try and force them httpAddress,1,0,turned reverse tahrir police camping square protestors try force
1132,1657979863,False,finalized,3,4/22/2018 12:48:44,"""001""",0.0,0.6783,"""111""",1,1.0,Fri May 31 15:39:11 +0000 2013,3.4e+17,rt usrId gezi parki is now a symbol of noncooperation and unity of turkish httpAddress this is the end of this fascist httpAddress #di,1,0,parki symbol noncooperation unity end fascist di
1133,1657979864,False,finalized,3,04/06/18 14:46,"""000""",0.0,1.0,"""111""",1,1.0,Thu Jun 13 23:14:38 +0000 2013,3.45e+17,rt usrId watch live here governor of istanbul answering questions asked by the httpAddress httpAddress #direngezipa,0,0,watch live governor answering questions asked direngezipa
1134,1657979865,False,finalized,3,04/03/18 20:52,"""000""",0.0,1.0,"""111""",1,1.0,Sat Jun 01 00:34:28 +0000 2013,3.41e+17,rt usrId the whole world is watching istanbul ! #direngezipark #occupygezi httpAddress,1,0,whole world watching
1135,1657979866,False,finalized,3,04/03/18 17:41,"""110""",1.0,0.6612,"""111""",1,1.0,Fri May 31 16:05:27 +0000 2013,3.4e+17,#occupygezi rt usrId violence tear gas greet protests to save one of the last public parks in istanbul httpAddress,1,1,violence tear gas greet save one last public parks
1136,1657979867,False,finalized,3,04/03/18 18:42,"""00""",0.0,0.6612,"""110""",1,0.6612,Tue Jun 25 14:25:43 +0000 2013,3.5e+17,danger on #turkey s streets reporting on the civil unrest httpAddress by usrId #cpj #istanbul correspondent #pressfreedom,1,0,danger streets reporting civil unrest cpj correspondent pressfreedom
1137,1657979868,False,finalized,3,4/13/2018 07:01:45,"""000""",0.0,1.0,"""111""",1,1.0,Tue Jun 04 19:57:51 +0000 2013,3.42e+17,rt usrId turkey must see video about the first week of #occupygezi httpAddress,1,0,must see video first week
1138,1657979869,False,finalized,3,04/10/18 14:47,"""001""",0.0,0.6648,"""111""",1,1.0,Fri May 31 18:35:18 +0000 2013,3.41e+17,rt usrId police attack protesters in istanbuls taksim square usrId httpAddress #occupytaksim #direngeziparki,1,1,police attack istanbuls square occupytaksim
1139,1657979870,False,finalized,3,04/03/18 18:16,"""111""",1.0,1.0,"""111""",1,1.0,Mon Jun 03 23:14:03 +0000 2013,3.42e+17,rt usrId now it s all gone sour a 22 year old killed by a police bullet in httpAddress second confirmed death in #occupygezi httpAddress t,1,1,gone sour year old killed police bullet second confirmed death
1140,1657979871,False,finalized,3,04/03/18 21:47,"""011""",1.0,0.6631,"""111""",1,1.0,Sat Jun 01 19:09:28 +0000 2013,3.41e+17,rt usrId big party in httpAddress music fireworks demonstrators building httpAddress but cops firing gas in httpAddress watch live httpAddress,0,0,big party music fireworks demonstrators building cops firing gas watch live
1141,1657979872,False,finalized,3,04/03/18 19:26,"""nan""",0.0,1.0,"""000""",0,1.0,Fri May 31 22:57:32 +0000 2013,3.41e+17,rt usrId rolled up to my show on a yacht ! #imjustdifferent #diamondsworldtour #istanbul usrId httpAddress,0,0,rolled show yacht imjustdifferent diamondsworldtour
1142,1657979873,False,finalized,3,04/05/18 13:02,"""nan""",0.0,1.0,"""000""",0,1.0,Thu Jun 06 20:34:00 +0000 2013,3.43e+17,rt usrId for the non dutch this is what cartoonist ruben oppenheimer made of #erdogan and #twitter httpAddress,0,0,non dutch cartoonist ruben oppenheimer made erdogan twitter
1143,1657979874,False,finalized,3,04/03/18 21:37,"""nan""",0.0,1.0,"""000""",0,1.0,Sat Jun 01 19:09:19 +0000 2013,3.41e+17,usrId usrId wrong taco boy your plan said D oz turkey with brown rice you decided to make tacos for that meal ! #tacoboy,0,0,wrong taco boy plan said oz brown rice decided make tacos meal tacoboy
1144,1657979878,False,finalized,3,4/21/2018 17:56:14,"""1""",0.0,0.0,"""001""",0,0.6783,Tue Jun 11 20:18:12 +0000 2013,3.45e+17,turkey video how lawyers arrested by httpAddress many injured as police enter taksim square to clear httpAddress httpAddress,1,1,video lawyers arrested many injured police enter square clear
1146,1657979880,False,finalized,3,04/07/18 08:54,"""010""",0.0,0.6704,"""111""",1,1.0,Tue Jun 11 06:59:48 +0000 2013,3.44e+17,taksim this morning was just a httpAddress throwers are not gezi park protestors !,1,0,morning throwers protestors
1147,1657979881,False,finalized,3,4/23/2018 09:44:48,"""000""",0.0,1.0,"""111""",1,1.0,Thu Jun 20 09:14:16 +0000 2013,3.48e+17,rt usrId how it all started in #izmir ? #occupygezi httpAddress a globe times httpAddress,1,0,started izmir globe times
1148,1657979882,False,finalized,3,04/03/18 22:36,"""0""",0.0,0.0,"""001""",0,0.6658,Sun Jun 16 18:10:21 +0000 2013,3.46e+17,rt usrId erdogan those who attack my headscarved sisters those who drank alcohol in dolmabahce mosque we will bring them into,0,1,erdogan attack headscarved sisters drank alcohol dolmabahce mosque bring
1149,1657979883,False,finalized,3,04/03/18 19:40,"""nan""",0.0,1.0,"""000""",0,1.0,Tue Jun 11 18:01:18 +0000 2013,3.45e+17,i think #turkey just went #batshit #cnn,0,0,think went batshit cnn
1150,1657979885,False,finalized,3,04/07/18 09:50,"""nan""",0.0,1.0,"""000""",0,1.0,Tue Jun 11 04:16:02 +0000 2013,3.44e+17,if avril would make a sandwich to eat it would have olives lettuce tomatoes pickles mayonnaise and httpAddress turkey meat #avrilfact,0,0,avril would make sandwich eat would olives lettuce tomatoes pickles mayonnaise meat avrilfact
1151,1657979886,False,finalized,3,5/16/2018 12:47:55,"""nan""",0.0,1.0,"""000""",0,1.0,Sat Jun 15 21:31:57 +0000 2013,3.46e+17,rt usrId that crawfish turkey neck corn and potato httpAddress that house special don t owe me nothing,0,0,crawfish neck corn potato house special owe nothing
1152,1657979887,False,finalized,3,04/06/18 12:45,"""001""",0.0,0.6695,"""111""",1,1.0,Mon Jun 03 13:40:05 +0000 2013,3.42e+17,rt usrId a whirling dervish ready for gas from earlier today #occupygezi #taksim #direngeziparki #direnankara httpAddress,1,0,whirling dervish ready gas earlier today
1153,1657979888,False,finalized,3,4/21/2018 18:15:51,"""000""",0.0,1.0,"""111""",1,1.0,Tue Jun 04 14:58:03 +0000 2013,3.42e+17,rt usrId what turned #occupygezi into a nation wide protest movement ? httpAddress #turkey,1,0,turned nation wide movement
1154,1657979890,False,finalized,3,04/03/18 19:20,"""000""",0.0,1.0,"""111""",1,1.0,Sat Jun 01 13:04:54 +0000 2013,3.41e+17,dtn turkey occupy taksim protests take on akp government the occupy taksim protests on the iconic httpAddress httpAddress,1,0,dtn occupy take akp government occupy iconic
1156,1657979895,False,finalized,3,04/03/18 22:30,"""111""",1.0,1.0,"""111""",1,1.0,Sun Jun 02 15:56:34 +0000 2013,3.41e+17,rt usrId #breaking reports of new clashes in #ankara police fire tear gas at protesters httpAddress #occupygezi #dire,1,1,breaking reports new clashes ankara police fire tear gas dire
1157,1657979898,False,finalized,3,4/18/2018 05:48:44,"""000""",0.0,1.0,"""111""",1,1.0,Sat Jun 01 04:41:55 +0000 2013,3.41e+17,rt usrId thousands marched crossed the bosphorus bridge by foot this morning in #istanbul #geziparki httpAddress,1,0,thousands marched crossed bosphorus bridge foot morning
1158,1657979899,False,finalized,3,4/18/2018 05:48:44,"""000""",0.0,1.0,"""111""",1,1.0,Mon Jun 17 20:32:55 +0000 2013,3.47e+17,rt usrId support for opposition groups to erdogan in turkey is httpAddress #occupygezi #directactiongetsthegoods,1,0,support opposition groups erdogan directactiongetsthegoods
1159,1657979900,False,finalized,3,04/07/18 16:34,"""00""",0.0,0.6667,"""011""",1,0.6667,Sat Jun 15 10:48:42 +0000 2013,3.46e+17,rt usrId we will httpAddress rt usrId usrId yes main issue is taksim solidarity and ngos cannot convince those young people to leave,0,0,yes main issue solidarity ngos cannot convince young people leave
1160,1657979901,False,finalized,3,4/23/2018 09:37:26,"""000""",0.0,1.0,"""111""",1,1.0,Tue Jun 11 11:14:25 +0000 2013,3.44e+17,rt usrId 30 lawyers protesting at handling of gezi protests detained in front of courtroom httpAddress httpAddress,1,0,lawyers protesting handling detained front courtroom
1161,1657979902,False,finalized,3,04/07/18 11:13,"""0""",0.0,0.0,"""010""",0,0.6786,Sun Jun 16 15:55:18 +0000 2013,3.46e+17,rt usrId pm erdogan we know which hotels let those terrorists sleep in their hotels divan hotel we will hold them accounta,0,0,erdogan know hotels let terrorists sleep hotels divan hotel hold accounta
1162,1657979903,False,finalized,3,04/07/18 15:51,"""nan""",0.0,1.0,"""000""",0,1.0,Sat Jun 01 13:30:30 +0000 2013,3.41e+17,i think i wanna make ah httpAddress turkey nd bacon nd xtra httpAddress pico de gallo on httpAddress !..,0,0,think wanna make ah nd bacon nd xtra pico de gallo
1163,1657979904,False,finalized,3,4/13/2018 07:01:04,"""nan""",0.0,1.0,"""000""",0,1.0,Tue Jun 04 01:03:28 +0000 2013,3.42e+17,turkey httpAddress oh httpAddress ya allah do not let it httpAddress usrId is still better than others a finer president of httpAddress,0,0,oh ya allah let still better others finer president
1164,1657979906,False,finalized,3,04/07/18 10:02,"""nan""",0.0,1.0,"""000""",0,1.0,Wed Jun 05 18:53:15 +0000 2013,3.42e+17,turkish authorities arrest social media users #and we want this in the eu ? why the hell do we allow this crapp ? httpAddress,0,1,authorities arrest social media users and want eu hell allow crapp
1165,1657979907,False,finalized,3,04/03/18 17:19,"""110""",1.0,0.6612,"""111""",1,1.0,Tue Jun 04 12:34:18 +0000 2013,3.42e+17,rt usrId turkish deputy pm apologizes for police aggression against initial istanbul httpAddress httpAddress,0,1,deputy apologizes police aggression initial
1166,1657979909,False,finalized,3,04/03/18 21:40,"""nan""",0.0,1.0,"""000""",0,1.0,Sun Jun 23 16:43:47 +0000 2013,3.49e+17,scenes from turkey andbrazil boing boing httpAddress,0,0,scenes andbrazil boing boing
1167,1657979912,False,finalized,3,04/04/18 09:09,"""00""",0.0,0.6658,"""110""",1,0.6658,Thu Jun 13 12:48:21 +0000 2013,3.45e+17,turkey s taksim square protests the day s key events so far httpAddress via usrId,1,0,square day key events far via
1168,1657979913,False,finalized,3,4/18/2018 05:38:29,"""nan""",0.0,1.0,"""000""",0,1.0,Sat Jun 22 13:28:41 +0000 2013,3.48e+17,supersport tonight fifa httpAddress world cup turkey vs el salvador ss7 at 19 45 #ssfootball,0,0,supersport tonight fifa world cup vs el salvador ss ssfootball
1169,1657979916,False,finalized,3,04/05/18 13:31,"""000""",0.0,1.0,"""111""",1,1.0,Sun Jun 02 12:32:22 +0000 2013,3.41e+17,protesters reoccupy istanbul square hundreds of protesters reoccupy a central square in httpAddress,1,0,reoccupy square hundreds reoccupy central square
1170,1657979917,False,finalized,3,04/08/18 21:51,"""111""",1.0,1.0,"""111""",1,1.0,Sat Jun 08 20:26:21 +0000 2013,3.43e+17,rt usrId photo turkish police deploy water cannon and tear gas against protesters in ankara httpAddress #occupygezi #turkey,1,1,photo police deploy water cannon tear gas ankara
1172,1657979921,False,finalized,3,04/03/18 18:33,"""nan""",0.0,1.0,"""000""",0,1.0,Tue Jun 18 10:44:29 +0000 2013,3.47e+17,my managers better than yours #holiday #turkey #employeeoftheyear #cocktails httpAddress,0,0,managers better holiday employeeoftheyear cocktails
1173,1657979922,False,finalized,3,04/03/18 21:31,"""nan""",0.0,1.0,"""000""",0,1.0,Wed Jun 12 18:22:33 +0000 2013,3.45e+17,rt usrId #worldfact turkey is now a wholly vegetarian country amp ,0,0,worldfact wholly vegetarian country
1174,1657979923,False,finalized,3,04/07/18 09:50,"""nan""",0.0,1.0,"""000""",0,1.0,Tue Jun 04 00:21:19 +0000 2013,3.42e+17,rt usrId the end of humanity utopia DD httpAddress #stopmonsanto #earth #changes #green turkey turquia #climate ii w,0,0,end humanity utopia stopmonsanto earth changes green turquia climate ii w
1175,1657979926,False,finalized,3,04/03/18 18:08,"""nan""",0.0,1.0,"""000""",0,1.0,Mon Jun 24 14:20:18 +0000 2013,3.49e+17,rt usrId #turkey how any government deals with the media says a lot about what it really thinks about freedom of expression httpAddress,0,0,government deals media says lot really thinks freedom expression
1176,1657979927,False,finalized,3,04/07/18 08:54,"""nan""",0.0,1.0,"""000""",0,1.0,Sun Jun 02 19:59:49 +0000 2013,3.41e+17,rt usrId strange seems a number of #turkey gov websites are httpAddress httpAddress httpAddress httpAddress,0,0,strange seems number gov websites
1177,1657979928,False,finalized,3,04/07/18 16:46,"""00""",0.0,0.6667,"""101""",1,0.6667,Sat Jun 08 20:18:32 +0000 2013,3.43e+17,rt usrId istanbul united crowds from soccer clubs besiktas fbahce gsaray meet up on taksim #occupygezi via usrId httpAddress,0,0,united crowds soccer clubs besiktas fbahce gsaray meet via
1178,1657979929,False,finalized,3,04/04/18 08:57,"""000""",0.0,1.0,"""111""",1,1.0,Fri Jun 07 12:39:55 +0000 2013,3.43e+17,rt usrId my blog on the situation in #turkey httpAddress #occupygezi #mediafreedom,0,0,blog situation mediafreedom
1179,1657979932,False,finalized,3,4/22/2018 12:39:40,"""1""",0.0,0.0,"""001""",0,0.6783,Tue Jun 11 20:42:15 +0000 2013,3.45e+17,rt usrId rt usrId rt usrId unreal photos smoke fire water in #taksim square httpAddress httpAddress #t,1,0,unreal photos smoke fire water square t
1180,1657979933,False,finalized,3,04/03/18 18:02,"""nan""",0.0,1.0,"""000""",0,1.0,Sat Jun 08 22:46:18 +0000 2013,3.43e+17,rt usrId istanbul rising the documentary the real story httpAddress usrId usrId usrId,0,0,rising documentary real story
1181,1657979934,False,finalized,3,4/22/2018 12:57:46,"""0""",0.0,0.0,"""001""",0,0.6783,Sun Jun 02 14:03:39 +0000 2013,3.41e+17,events in taksim obviously reveal cracks in erdogan s httpAddress whether they reveal any kind of coherent alternative is far less httpAddress,0,0,events obviously reveal cracks erdogan whether reveal kind coherent alternative far less
1182,1657979935,False,finalized,3,04/03/18 21:40,"""00""",0.0,0.6594,"""110""",1,0.6594,Wed Jun 19 19:37:10 +0000 2013,3.47e+17,rt usrId usrId time to get out the pitchforks n torches march to parliament screamin off with their httpAddress or peaceful,0,0,time get pitchforks n torches march parliament screamin peaceful
1183,1657979936,False,finalized,3,04/09/18 13:57,"""nan""",0.0,1.0,"""000""",0,1.0,Thu Jun 06 06:17:11 +0000 2013,3.43e+17,rt usrId your picture of the day once again from httpAddress this one is lovely via usrId httpAddress,0,0,picture day one lovely via
1184,1657979937,False,finalized,3,04/03/18 21:45,"""111""",1.0,1.0,"""111""",1,1.0,Sun Jun 16 19:27:19 +0000 2013,3.46e+17,rt usrId tear gas in the dutch consulate in istanbul turkey #istanbul #taksim #holland #consulate #turkey httpAddress,0,0,tear gas dutch consulate holland consulate
1185,1657979938,False,finalized,3,04/06/18 13:25,"""00""",0.0,0.6695,"""110""",1,0.6695,Tue Jun 11 15:33:14 +0000 2013,3.44e+17,rt usrId police clear taksim square turkeys protests and the neoliberal market cole interview httpAddress,0,1,police clear square turkeys neoliberal market cole interview
1186,1657979939,False,finalized,3,4/22/2018 18:14:10,"""0""",0.0,0.0,"""001""",0,0.6667,Sun Jun 09 07:01:52 +0000 2013,3.44e+17,rt usrId turkeys ak party rules out early polls as mass protests renew httpAddress via usrId #akp,1,0,turkeys ak party rules early polls mass renew via akp
1187,1657979941,False,finalized,3,04/03/18 20:45,"""001""",0.0,0.6748,"""111""",1,1.0,Sat Jun 15 20:04:55 +0000 2013,3.46e+17,usrId turkeyemergency this is an invasion of a country by its own httpAddress #occupygezi usrId usrId,0,0,turkeyemergency invasion country
1188,1657979944,False,finalized,3,04/07/18 15:28,"""000""",0.0,1.0,"""111""",1,1.0,Sun Jun 02 21:45:41 +0000 2013,3.41e+17,rt usrId wow talk about a strong strong revolutionary image from turkey #occupygezi #direngeziparki httpAddress via,1,0,wow talk strong strong revolutionary image via
1189,1657979945,False,finalized,3,04/04/18 09:25,"""000""",0.0,1.0,"""111""",1,1.0,Mon Jun 03 09:33:36 +0000 2013,3.41e+17,rt usrId istanbul today !! erdogan you will be smashed by strength of the folks !! #genelgrevedavet #occupygezi httpAddress,1,0,today erdogan smashed strength folks genelgrevedavet
1190,1657979946,False,finalized,3,04/06/18 14:51,"""000""",0.0,1.0,"""111""",1,1.0,Sat Jun 01 08:45:34 +0000 2013,3.41e+17,rt usrId i suggest that people follow #occupygezi for an example of how regular people in turkey are making a strong stand against auth,0,0,suggest people follow example regular people making strong stand auth
1191,1657979947,False,finalized,3,04/06/18 12:30,"""nan""",0.0,1.0,"""000""",0,1.0,Fri Jun 07 20:50:45 +0000 2013,3.43e+17,world views starts in DD minutes ! tune into today s show to hear about the protests in turkey and the work of tehran httpAddress usrId,0,0,world views starts minutes tune today show hear work tehran
1192,1657979949,False,finalized,3,4/21/2018 17:54:13,"""0""",0.0,0.0,"""001""",0,0.6783,Fri Jun 07 19:29:14 +0000 2013,3.43e+17,wsj survey more than half of the protesters in turkey have never taken part in a mass demonstration httpAddress httpAddress #n4u,1,0,wsj survey half never taken part mass demonstration n u
1193,1657979952,False,finalized,3,4/22/2018 12:46:13,"""nan""",0.0,1.0,"""000""",0,1.0,Sun Jun 16 10:37:04 +0000 2013,3.46e+17,in play turkey vs israel beach football over httpAddress goals current score httpAddress httpAddress httpAddress,0,0,play vs israel beach football goals current score
1194,1657979955,False,finalized,3,04/03/18 21:34,"""000""",0.0,1.0,"""111""",1,1.0,Sun Jun 02 09:28:27 +0000 2013,3.41e+17,rt usrId i really hope that erdogan and the akp are paying httpAddress turkey is a democracy not a theocracy #occupygezi #di,1,0,really hope erdogan akp paying democracy theocracy di
1195,1657979956,False,finalized,3,04/04/18 09:44,"""1""",0.0,0.0,"""010""",0,0.6667,Tue Jun 11 08:03:00 +0000 2013,3.44e+17,turkish police storm taksim square riot police fire teargas as protesters fight back government attempt to httpAddress httpAddress,1,1,police storm square riot police fire teargas fight back government attempt
1196,1657979958,False,finalized,3,4/22/2018 18:32:04,"""0""",0.0,0.0,"""001""",0,0.6667,Sat Jun 22 16:06:37 +0000 2013,3.48e+17,rt usrId the walking crowd stretches right into taksim definitely several thousand on httpAddress no open police presence on ist,0,0,walking crowd stretches right definitely several thousand open police presence ist
1197,1657979960,False,finalized,3,04/03/18 18:33,"""111""",1.0,1.0,"""111""",1,1.0,Sat Jun 15 20:11:27 +0000 2013,3.46e+17,usrId were wounded some serious because of the bulldozers on the curtains 345997004696064003 sat jun DD 20 11 28 00 2013 rt usrId police attack doctors and injured in gezi park 345997014074523648 sat jun DD 20 11 31 00 2013 turkey is under attack by its own police ! nytimes usrId usrId usrId usrId usrId usrId usrId usrId usrId httpAddress jun DD 20 11 33 00 2013 rt usrId usrId police attacking people in divan hotel httpAddress stopping cameras recording and cutting internet communication,1,1,wounded serious bulldozers curtains police attack doctors injured attack police nytimes police attacking people divan hotel stopping cameras recording cutting internet communication
1198,1657979962,False,finalized,3,04/03/18 18:36,"""101""",1.0,0.6612,"""111""",1,1.0,Sat Jun 01 06:26:55 +0000 2013,3.41e+17,via usrId another photo of female protester being sprayed by police #occupygezi #taksim httpAddress httpAddress,1,1,via another photo female protester sprayed police
1200,1657979966,False,finalized,3,04/03/18 22:39,"""000""",0.0,1.0,"""111""",1,1.0,Tue Jun 11 20:28:49 +0000 2013,3.45e+17,rt usrId #gazi district population blocked the highway in solidarity with #occupygezi and httpAddress httpAddress #direngazi #,1,0,gazi district population blocked highway solidarity direngazi
1201,1657979967,False,finalized,3,04/03/18 17:33,"""111""",1.0,1.0,"""111""",1,1.0,Fri Jun 07 19:46:00 +0000 2013,3.43e+17,rt usrId turkish police violently attacking peacful protesters dersim hatay usrId usrId usrId usrId,1,1,police violently attacking peacful dersim hatay
1202,1657979968,False,finalized,3,04/04/18 08:48,"""000""",0.0,1.0,"""111""",1,1.0,Fri May 31 22:18:11 +0000 2013,3.41e+17,via usrId current live streams from #istanbul #occupygezi #direngeziparki #occupytaksim httpAddress,1,0,via current live streams occupytaksim
1203,1657979971,False,finalized,3,04/03/18 22:05,"""000""",0.0,1.0,"""111""",1,1.0,Tue Jun 04 13:12:12 +0000 2013,3.42e+17,rt usrId protesters supporting #occupygezi must champion human rights amp ,1,0,supporting must champion human rights
1204,1657979973,False,finalized,3,04/10/18 12:02,"""nan""",0.0,1.0,"""000""",0,1.0,Thu Jun 20 17:48:04 +0000 2013,3.48e+17,rt usrId the rustem pasha mosque in #istanbul with its famous blue #iznik httpAddress httpAddress,0,0,rustem pasha mosque famous blue iznik
1205,1657979974,False,finalized,3,4/23/2018 09:44:48,"""nan""",0.0,1.0,"""000""",0,1.0,Wed Jun 05 16:22:20 +0000 2013,3.42e+17,kudos israel rt usrId #israel s netanyahu confirms apologizing to turkey for deadly DD flotilla raid usrId httpAddress,0,0,kudos israel israel netanyahu confirms apologizing deadly flotilla raid
1206,1657979975,False,finalized,3,04/03/18 22:31,"""100""",0.0,0.6631,"""111""",1,1.0,Sat Jun 01 22:03:24 +0000 2013,3.41e+17,usrId rt turkish protester hit by police panzer toma #occupygezi #direngeziparki ,1,1,protester hit police panzer toma
1207,1657979976,False,finalized,3,4/27/2018 16:26:06,"""1""",0.0,0.0,"""010""",0,0.6783,Sat Jun 01 10:19:22 +0000 2013,3.41e+17,turkish protestors are being violently attacked hence one killed by turkish police in istanbul turkey ! httpAddress,1,1,protestors violently attacked hence one killed police
1208,1657979980,False,finalized,3,04/03/18 18:48,"""110""",1.0,0.6594,"""111""",1,1.0,Fri May 31 23:17:59 +0000 2013,3.41e+17,rt usrId riots barricades street battles as police fight protesters in turkey photos video httpAddress #direngezip,1,1,riots barricades street battles police fight photos video direngezip
1209,1657979981,False,finalized,3,04/04/18 09:01,"""111""",1.0,1.0,"""111""",1,1.0,Tue Jun 11 11:07:34 +0000 2013,3.44e+17,rt usrId police now using water cannons to push people into the httpAddress more tear gas fired into park as well as the tension esca,0,1,police using water cannons push people tear gas fired well tension esca
1210,1657979982,False,finalized,3,04/06/18 15:25,"""nan""",0.0,1.0,"""000""",0,1.0,Fri Jun 07 15:37:05 +0000 2013,3.43e+17,rt usrId as turkeys protests continue attention falls on failures of the nations media httpAddress via usrId,1,0,turkeys continue attention falls failures nations media via
1211,1657979984,False,finalized,3,4/22/2018 18:14:10,"""00""",0.0,0.6667,"""110""",1,0.6667,Tue Jun 11 10:40:28 +0000 2013,3.44e+17,german court says won t be swayed by ecb bond buying success httpAddress #occupygezi,0,0,german court says swayed ecb bond buying success
1212,1657979985,False,finalized,3,04/03/18 19:17,"""0""",0.0,0.0,"""100""",0,0.6721,Mon Jun 17 01:44:48 +0000 2013,3.46e+17,rt usrId yes it s real black rose from halfeti httpAddress httpAddress,0,0,yes real black rose halfeti
1213,1657979986,False,finalized,3,04/03/18 22:23,"""111""",1.0,1.0,"""111""",1,1.0,Tue Jun 11 07:03:48 +0000 2013,3.44e+17,rt usrId #breaking #news 344349240216125440 tue jun DD 07 03 51 00 2013 rt usrId bit of tear gas in taksim as police intervenes #direngeziparki #occupygezi httpAddress,1,1,breaking news bit tear gas police intervenes
1214,1657979987,False,finalized,3,04/03/18 22:02,"""nan""",0.0,1.0,"""000""",0,1.0,Wed Jun 19 23:59:16 +0000 2013,3.48e+17,never thought i d come to turkey and find the love of my life httpAddress,0,0,never thought come find love life
1216,1657979989,False,finalized,3,04/03/18 19:45,"""110""",1.0,0.6522,"""111""",1,1.0,Sat Jun 01 23:56:08 +0000 2013,3.41e+17,great footage from inside #turkey clashes video revolution in DD seconds httpAddress #occupygezi #direnankara #direnizmir,1,1,great footage inside clashes video revolution seconds direnizmir
1217,1657979991,False,finalized,3,4/23/2018 09:27:53,"""1""",0.0,0.0,"""001""",0,0.6783,Mon Jun 03 06:54:08 +0000 2013,3.41e+17,rt usrId turkish protesters overwhelm police march weilding polis shields one painted httpAddress anarchy symbol httpAddress #o,1,0,overwhelm police march weilding polis shields one painted anarchy symbol o
1218,1657979993,False,finalized,3,04/07/18 09:56,"""nan""",0.0,1.0,"""000""",0,1.0,Sun Jun 02 00:21:11 +0000 2013,3.41e+17,imagine having turkey with 100 ppl around a httpAddress how the f would it even work ? is it even emotionally possible to have 100 friends ?,0,0,imagine ppl around f would even work even emotionally possible friends
1219,1657979994,False,finalized,3,04/03/18 17:51,"""nan""",0.0,1.0,"""000""",0,1.0,Fri Jun 14 18:43:29 +0000 2013,3.46e+17,usrId ahh sick !! that s incredible i am soo jealous you poo head httpAddress turkey s good thankyou warm and sunny and hot,0,0,ahh sick incredible soo jealous poo head good thankyou warm sunny hot
1220,1657979996,False,finalized,3,04/04/18 09:23,"""01""",1.0,0.3342,"""110""",1,0.6658,Thu Jun 13 15:30:56 +0000 2013,3.45e+17,rt usrId turkey s use of gas is not crowd control it s a war crime ! #occupygezi httpAddress usrId usrId usrId,1,1,use gas crowd control war crime
1221,1657980000,False,finalized,3,04/03/18 19:09,"""000""",0.0,1.0,"""111""",1,1.0,Fri Jun 07 12:18:40 +0000 2013,3.43e+17,rt usrId #occupygezis crowd funded nyt ad rt usrId we are on !! congratulations to everyone ! #direngezi httpAddress,0,0,occupygezis crowd funded nyt ad congratulations everyone direngezi
1223,1657980004,False,finalized,3,4/22/2018 18:28:39,"""000""",0.0,1.0,"""111""",1,1.0,Sun Jun 02 19:25:58 +0000 2013,3.41e+17,split screen livestream video from ankara and istanbul httpAddress #direnankara #direnizmir #occupygezi #turkey,1,0,split screen livestream video ankara direnizmir
1225,1657980007,False,finalized,3,04/03/18 19:29,"""nan""",0.0,1.0,"""000""",0,1.0,Fri Jun 07 12:56:03 +0000 2013,3.43e+17,rt usrId erdogan we are solving problems of httpAddress we returned property worth D billion httpAddress this is what our value of ju,0,0,erdogan solving problems returned property worth billion value ju
